descripcion,año,grupo_etario,sexo,cantidad
Enfermedades del aparato respiratorio,2013,55-74,F,5203.0
Accidentes y causas externas,2022,55-74,F,877.0
Enfermedades del aparato respiratorio,2017,55-74,F,6339.0
Enfermedades del aparato circulatorio,2008,55-74,F,9616.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2015,55-74,F,2095.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2007,55-74,M,2636.0
Enfermedades del aparato respiratorio,2005,55-74,F,3739.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2011,55-74,M,119.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2012,55-74,F,2577.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2007,55-74,F,478.0
Accidentes y causas externas,2013,55-74,F,990.0
Accidentes y causas externas,2017,55-74,F,998.0
Enfermedades del aparato respiratorio,2022,55-74,F,8264.0
Enfermedades del aparato digestivo,2005,55-74,M,3122.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2007,55-74,M,99.0
Accidentes y causas externas,2015,55-74,M,2784.0
Enfermedades del aparato circulatorio,2010,55-74,M,18576.0
Enfermedades del aparato digestivo,2019,55-74,M,4407.0
Enfermedades de la piel y del tejido subcutáneo ,2012,55-74,M,216.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2009,55-74,F,186.0
Enfermedades del aparato digestivo,2022,55-74,M,4584.0
Enfermedades de la piel y del tejido subcutáneo ,2009,55-74,F,119.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2014,55-74,F,1851.0
Enfermedades de la piel y del tejido subcutáneo ,2020,55-74,M,354.0
Enfermedades del aparato digestivo,2017,55-74,M,4364.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2020,55-74,F,2440.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2016,55-74,F,272.0
Tumores ,2020,55-74,,198.0
Enfermedades infecciosas y parasitarias ,2006,55-74,F,1704.0
Enfermedades del aparato circulatorio,2015,55-74,,4.0
Enfermedades infecciosas y parasitarias ,2008,55-74,F,1600.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2006,55-74,F,121.0
Enfermedades de la piel y del tejido subcutáneo ,2016,55-74,F,293.0
Accidentes y causas externas,2021,55-74,,23.0
Enfermedades del aparato circulatorio,2022,75+,M,27440.0
Enfermedades del aparato circulatorio,2022,75+,F,41939.0
Enfermedades del aparato digestivo,2007,75+,M,2379.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2008,75+,F,1410.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2021,75+,F,3762.0
Enfermedades infecciosas y parasitarias ,2006,75+,F,4409.0
Tumores ,2021,75+,M,11482.0
Enfermedades del aparato circulatorio,2013,75+,M,23676.0
Enfermedades infecciosas y parasitarias ,2008,75+,F,3805.0
Enfermedades del aparato circulatorio,2005,75+,F,32501.0
Enfermedades del aparato digestivo,2016,75+,F,3954.0
Enfermedades del aparato circulatorio,2017,75+,M,24539.0
Enfermedades del aparato circulatorio,2019,75+,M,24352.0
Accidentes y causas externas,2021,75+,M,1339.0
Enfermedades del aparato respiratorio,2008,75+,M,12293.0
Enfermedades del aparato circulatorio,2013,75+,F,35671.0
Enfermedades del aparato circulatorio,2017,75+,F,36210.0
Enfermedades del aparato circulatorio,2019,75+,F,35641.0
Accidentes y causas externas,2011,75+,F,1438.0
Enfermedades del aparato circulatorio,2005,75+,M,21626.0
Accidentes y causas externas,2007,75+,F,1573.0
Enfermedades del aparato respiratorio,2018,75+,F,23569.0
Enfermedades del aparato respiratorio,2015,75+,F,22505.0
Enfermedades del aparato respiratorio,2014,75+,F,21332.0
Enfermedades del aparato digestivo,2011,75+,M,2313.0
Enfermedades del aparato respiratorio,2006,75+,M,11153.0
Enfermedades del aparato respiratorio,2010,75+,F,18517.0
Enfermedades del aparato digestivo,2009,75+,F,2797.0
Tumores ,2021,75+,F,11567.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2006,75+,F,1189.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2009,75+,F,17.0
Trastornos mentales,2021,75+,M,596.0
Trastornos mentales,2011,75+,F,1241.0
Trastornos mentales,2007,75+,F,1175.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2009,75+,M,186.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2011,55-74,,2.0
Trastornos mentales,2011,55-74,,2.0
Trastornos mentales,2012,55-74,M,356.0
Tumores ,2012,55-74,,8.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2008,55-74,F,125.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2016,75+,M,298.0
Trastornos mentales,2006,75+,,3.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2018,75+,M,98.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2020,75+,F,476.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2009,75+,M,821.0
Tumores ,2014,75+,,12.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2016,75+,M,1119.0
Enfermedades del sistema genitourinario ,2006,75+,M,2420.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2012,75+,F,394.0
Enfermedades del sistema genitourinario ,2012,75+,F,3678.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2005,75+,M,4944.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2013,75+,M,6204.0
Enfermedades infecciosas y parasitarias ,2009,75+,,12.0
Accidentes y causas externas,2008,75+,,3.0
Enfermedades del aparato circulatorio,2018,75+,,77.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2017,75+,M,4871.0
Enfermedades del aparato circulatorio,2014,75+,,39.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2022,75+,M,6563.0
Enfermedades del aparato circulatorio,2010,75+,,30.0
Enfermedades del aparato respiratorio,2007,75+,,3.0
Enfermedades de la piel y del tejido subcutáneo ,2011,75+,F,671.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2019,75+,M,5328.0
Enfermedades de la piel y del tejido subcutáneo ,2006,75+,M,202.0
Enfermedades de la piel y del tejido subcutáneo ,2008,75+,M,267.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2010,75+,M,113.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2012,75+,M,15.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2020,75+,M,4.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2010,75+,F,296.0
Tumores ,2018,75+,,19.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2018,75+,F,299.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2014,75+,F,327.0
Tumores ,2010,75+,,9.0
Enfermedades del aparato circulatorio,2021,75+,,2.0
Enfermedades del aparato circulatorio,2015,75+,,15.0
Tumores ,2013,75+,,2.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2015,75+,M,111.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2014,75+,M,133.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2015,75+,F,305.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2016,75+,F,14.0
Enfermedades del sistema genitourinario ,2020,75+,F,4463.0
Enfermedades del sistema genitourinario ,2008,75+,M,2440.0
Enfermedades del sistema genitourinario ,2017,75+,,11.0
Enfermedades del sistema genitourinario ,2019,75+,,27.0
COVID-19,2021,75+,F,16110.0
Enfermedades de la piel y del tejido subcutáneo ,2007,75+,F,547.0
Tumores ,2015,75+,,6.0
Enfermedades del sistema genitourinario ,2013,75+,,3.0
Enfermedades del aparato respiratorio,2011,75+,,13.0
Enfermedades infecciosas y parasitarias ,2012,35-54,M,1309.0
Enfermedades infecciosas y parasitarias ,2011,35-54,F,675.0
Enfermedades del aparato digestivo,2014,35-54,F,537.0
Enfermedades del aparato circulatorio,2009,35-54,M,4050.0
Accidentes y causas externas,2009,35-54,M,3348.0
Enfermedades del aparato respiratorio,2020,35-54,M,1621.0
Accidentes y causas externas,2016,35-54,M,3573.0
Enfermedades del aparato digestivo,2010,35-54,F,474.0
Accidentes y causas externas,2017,35-54,F,866.0
Accidentes y causas externas,2022,35-54,F,850.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2011,35-54,F,636.0
Enfermedades del aparato circulatorio,2016,35-54,M,4060.0
Enfermedades del aparato digestivo,2009,35-54,M,1416.0
Accidentes y causas externas,2013,35-54,F,887.0
Enfermedades infecciosas y parasitarias ,2007,35-54,F,672.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2012,35-54,F,174.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2008,35-54,F,49.0
Enfermedades del aparato circulatorio,2018,35-54,F,1819.0
Tumores ,2021,35-54,M,3102.0
Enfermedades del aparato circulatorio,2015,35-54,F,1774.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2019,35-54,M,246.0
Enfermedades del aparato circulatorio,2014,35-54,F,1743.0
Enfermedades del aparato digestivo,2016,35-54,M,1870.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2015,35-54,M,469.0
Enfermedades del aparato circulatorio,2010,35-54,F,1884.0
Enfermedades infecciosas y parasitarias ,2020,35-54,M,1007.0
Accidentes y causas externas,2005,35-54,F,815.0
Accidentes y causas externas,2019,35-54,F,841.0
Enfermedades del sistema genitourinario ,2009,35-54,F,271.0
"Embarazo, parto y puerperio ",2005,35-54,F,84.0
"Embarazo, parto y puerperio ",2013,35-54,F,70.0
"Embarazo, parto y puerperio ",2019,35-54,F,61.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2006,35-54,F,52.0
Enfermedades del aparato digestivo,2015,35-54,F,538.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2018,35-54,M,562.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2020,35-54,M,1203.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2022,35-54,M,296.0
Enfermedades del aparato respiratorio,2012,35-54,M,1426.0
Enfermedades del aparato digestivo,2018,35-54,F,574.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2010,35-54,F,119.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2015,35-54,F,131.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2006,35-54,M,36.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2018,35-54,F,109.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2010,35-54,M,409.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2021,35-54,F,453.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2020,35-54,F,18.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2008,35-54,M,38.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2020,35-54,F,194.0
Enfermedades del aparato respiratorio,2021,35-54,F,1405.0
"Embarazo, parto y puerperio ",2017,35-54,F,77.0
Trastornos mentales,2006,35-54,M,241.0
Trastornos mentales,2008,35-54,M,232.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2005,35-54,M,262.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2012,35-54,M,1288.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2017,35-54,M,299.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2014,35-54,M,465.0
Enfermedades del sistema genitourinario ,2016,35-54,F,289.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2013,35-54,M,284.0
Enfermedades del aparato circulatorio,2008,35-54,,4.0
Enfermedades del sistema genitourinario ,2020,35-54,M,392.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2007,35-54,F,632.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2014,35-54,F,112.0
Enfermedades del sistema genitourinario ,2012,35-54,M,324.0
Enfermedades de la piel y del tejido subcutáneo ,2013,35-54,M,44.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2014,35-54,,5.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2007,35-54,M,35.0
Enfermedades de la piel y del tejido subcutáneo ,2019,35-54,M,83.0
"Embarazo, parto y puerperio ",2022,35-54,F,61.0
Accidentes y causas externas,2016,35-54,,3.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2011,35-54,M,56.0
Enfermedades de la piel y del tejido subcutáneo ,2022,35-54,M,99.0
Enfermedades de la piel y del tejido subcutáneo ,2007,35-54,F,28.0
Enfermedades de la piel y del tejido subcutáneo ,2011,35-54,F,22.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2012,35-54,F,24.0
Enfermedades del sistema genitourinario ,2020,35-54,,4.0
Enfermedades de la piel y del tejido subcutáneo ,2017,35-54,M,78.0
Enfermedades del aparato respiratorio,2020,35-54,,33.0
Enfermedades de la piel y del tejido subcutáneo ,2005,35-54,M,18.0
Tumores ,2011,35-54,,3.0
Enfermedades del aparato digestivo,2021,35-54,,14.0
Accidentes y causas externas,2009,35-54,,3.0
Enfermedades del aparato respiratorio,2012,35-54,,2.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2015,35-54,,1.0
Enfermedades de la piel y del tejido subcutáneo ,2021,35-54,,1.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2009,55-74,M,125.0
Enfermedades del aparato digestivo,2009,55-74,,6.0
Enfermedades del aparato circulatorio,2010,55-74,,22.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2016,55-74,M,185.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2011,55-74,F,17.0
Trastornos mentales,2009,55-74,F,121.0
Enfermedades del aparato circulatorio,2018,55-74,,46.0
Enfermedades del sistema genitourinario ,2019,55-74,,7.0
Trastornos mentales,2016,55-74,F,159.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2007,55-74,F,19.0
Trastornos mentales,2020,55-74,M,274.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2012,55-74,M,16.0
Enfermedades del aparato respiratorio,2021,55-74,,141.0
Enfermedades del aparato circulatorio,2014,55-74,,16.0
Enfermedades del sistema genitourinario ,2013,55-74,,3.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2011,55-74,,10.0
Enfermedades del aparato digestivo,2016,55-74,,4.0
Enfermedades infecciosas y parasitarias ,2007,55-74,,1.0
Enfermedades del sistema genitourinario ,2017,55-74,,8.0
Enfermedades infecciosas y parasitarias ,2011,55-74,,4.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2020,55-74,M,11.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2006,55-74,,1.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2007,55-74,,3.0
Enfermedades de la piel y del tejido subcutáneo ,2018,55-74,,1.0
Accidentes y causas externas,2021,55-74,,1.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2013,0-14,F,168.0
Afecciones originadas en el periodo perinatal ,2018,0-14,M,1812.0
Enfermedades del aparato respiratorio,2012,0-14,F,442.0
Afecciones originadas en el periodo perinatal ,2010,0-14,M,2589.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2019,0-14,M,998.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2009,0-14,F,1133.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2015,0-14,M,252.0
Afecciones originadas en el periodo perinatal ,2014,0-14,M,2408.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2013,0-14,M,1279.0
Afecciones originadas en el periodo perinatal ,2015,0-14,M,2165.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2022,0-14,M,56.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2022,0-14,F,183.0
Enfermedades del aparato circulatorio,2006,0-14,M,140.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2005,0-14,M,1294.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2021,0-14,,3.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2016,0-14,F,1020.0
Enfermedades del aparato digestivo,2015,0-14,F,35.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2014,0-14,M,226.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2008,0-14,F,312.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2017,0-14,M,1087.0
Enfermedades del aparato circulatorio,2008,0-14,F,113.0
Enfermedades infecciosas y parasitarias ,2014,0-14,F,195.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2022,0-14,M,728.0
